type,language,url,title,creators,source/applicant,publication_date,abstract,keywords 
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104520&_cid=P10-L3TXGX-54087-7,ENERGY-SAVING ANTI-LOOSENING MOUNTING AND FIXING APPARATUS FOR MOBILE HARD DISK IN COMPUTER INTERFACE,"LI, Xingwen","HANGZHOU YUJIN TECHNOLOGY CO., LTD",27.05.2022,"Provided is an energy-saving anti-loosening mounting and fixing apparatus for a mobile hard disk in a computer interface. Conductive plates (2) are fixedly connected to the inner wall of an interface housing (1); an interface (3) is fixedly connected to the interior of the interface housing (1) and located at one end of each of the conductive plates (2); electromagnets (4) are fixedly connected to inner walls of both sides of the interface (3); guide plates (5) are fixedly connected to outer walls of both sides of each of the conductive plates (2); a sealed box body (6) is fixedly connected to one end of each of the guide plates (5); a slide plate (7) is slidably connected to the interior of the sealed box body (6); a push plate (8) is fixedly connected to one end of the slide plate (7) and runs through the outer side of the sealed box body (6); and a press plate (9) is fixedly connected to one end of the push plate (8) and located on the outer side of the interface (3). An electrorheological fluid inside the sealed box body (6) is increased in volume so as to push the slide plate (7) to one side, and the slide plate (7) drives the push plate (8) and the press plate (9) to press against the outer surface of a hard disk inside the interface (3), such that the connection between the hard disk and the interface (3) is stable, and thus the hard disk is prevented from loosening and affecting data transmission.","['G06F', '1/18']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104490&_cid=P10-L3TXGX-54087-7,CHEWING MACHINE,"RAMIREZ BUSTOS, Cristian Alejandro",UNIVERSIDAD TÉCNICA FEDERICO SANTA MARÍA,27.05.2022,"The present invention relates to an in vitro system for automatic chewing of solid and semi-solid food intended to simulate the human chewing process of a food sample, comprising a lower toothed ring and an upper toothed ring; and further comprising a force lever consisting of an arm from which a lead weight hangs, which is moved along the arm via the traction exerted by an electric motor controlled by a microcontroller board, which is connected by a spindle to the upper toothed ring; and wherein the shearing action is provided by an electric motor controlled by a microprocessor board which is connected to the shaft of the upper toothed ring via a chain. A second objective of the invention comprises a method for automatic chewing with controlled force and a specific number of chewing cycles and shear angle.","['A61C', '11/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022104535&_cid=P10-L3TXGX-54087-7,PUNCTURE NEEDLE HAVING FLAT TIP,"WANG, Qin",SUZHOU LEAPMED HEALTHCARE CORPORATION,27.05.2022,"A puncture needle having a flat tip (121), comprising: an outer needle assembly (2) and an inner needle assembly (1) sleeved inside of the outer needle assembly (2), the outer needle assembly (2) comprises an outer needle seat (21) and an outer needle (22) located at one end of the outer needle seat (21), the inner needle assembly (1) comprises an inner needle seat (11) and an inner needle (12) located at one end of the inner needle seat (11), the inner needle (12) comprises a flat tip (121), and the length of the inner needle (12) is shorter than the length of the outer needle (22). By designing the tip (121) of the inner needle (12) as a flat structure and the length of the inner needle (12) being shorter than the length of the outer needle (22), the production difficulty of puncture needles is reduced, production efficiency is improved, and production costs are reduced.","['A61B', '10/02']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105180&_cid=P10-L3TXGX-54087-7,"CHINESE SPELLING ERROR CORRECTION METHOD AND APPARATUS, COMPUTER DEVICE AND STORAGE MEDIUM","LI, Junjie","PING AN TECHNOLOGY (SHENZHEN) CO., LTD.",27.05.2022,"Disclosed in the present application are a Chinese spelling error correction method and apparatus, a computer device and a storage medium, relating to the field of artificial intelligence. The method comprises: determining characters, of which error probabilities exceed a preset error probability threshold as wrongly written Characters; predicting mask positions by using natural language processing technology to obtain a candidate character set; selecting characters having similar forms and pronunciations from a confusion set to add to the candidate character set, and filtering the candidate character set according to similar form scores and similar pronunciation scores; constructing a directed graph network of replacement probabilities, and iteratively learning the directed graph network by using a graph neural network to obtain an optimal replacement probability graph; and performing multiple rounds of sorting on the basis of the similar form scores, the similar pronunciation scores and the replacement probability graph, screening the candidate character set during each round of sorting, and replacing the corresponding wrongly written Characters with finally reserved candidate characters. The present application detects and corrects errors of Chinese sentences, and evaluates and sorts candidate character results, so that the error correction results are more stable and accurate.","['G06F', '40/232']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105285&_cid=P10-L3TXGX-54087-7,SYSTEM AND METHOD FOR MONITORING ABNORMAL STATE ON BASIS OF IMPACT EVENT,"GUO, Chunlin",NORTH CHINA ELECTRIC POWER UNIVERSITY,27.05.2022,"Provided are a system and method for monitoring an abnormal state on the basis of a impact event, said system comprising: at least one monitoring terminal, used for real-time monitoring of the operational state of a target device to be monitored; each monitoring terminal comprises: at least one signal sensor, a sampling unit, a communication unit, and a control unit. An information processing server or the monitoring terminals are able to determine device feature data, environmental feature data, and/or input feature data, and, according to the device feature data, environmental feature data, and/or input feature data, determine whether an impact event associated with the target device has occurred; if it is determined that an impact event associated with the target device has occurred, then determining the point in time when the impact event occurred, and identifying the device feature data, environmental feature data, and/or input feature data to detect the abnormality information of the target device on the basis of the result of identification.","['G06K', '9/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105195&_cid=P10-L3TXGX-54087-7,MID-DRIVE MOTOR CAPABLE OF ACHIEVING MULTI-GEAR VARIABLE-SPEED ADJUSTMENT,"HE, Xianbing","BAFANG ELECTRIC (SUZHOU) CO., LTD.",27.05.2022,"A mid-drive motor capable of achieving multi-gear variable-speed adjustment, comprising: a middle shaft mechanism (93), comprising a pedal power input assembly and a driving power output assembly; a power-assisted driving mechanism (91), comprising a power-assisted motor (911) and a power-assisted input assembly; and a variable-speed mechanism, comprising a variable-speed input assembly, a shift execution assembly, a shift adjustment assembly and a variable-speed output assembly, the variable-speed input assembly comprising a pedal variable-speed input assembly and a power-assisted shift input assembly. The pedal power input assembly is connected to the pedal variable-speed input assembly to achieve pedaling power input, the power-assisted input assembly is connected to the power-assisted variable-speed input assembly to achieve auxiliary power input, and the variable-speed output assembly is connected to the driving power output assembly to achieve driving force output for driving. The mid-drive motor has the functions of both motor power assistance and multi-gear shift, can reduce the modules on a power-assisted bicycle, achieves multi-gear variable-speed adjustment, and makes assembly by a user simple.","['B62M', '6/55']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105135&_cid=P10-L3TXGX-54087-7,"INFORMATION VERIFICATION METHOD AND APPARATUS, AND ELECTRONIC DEVICE AND STORAGE MEDIUM","HU, ShengLi",PINGAN PUHUI ENTERPRISE MANAGEMENT COMPANY LIMITED,27.05.2022,"An information verification method, comprising: obtaining a set of verification items, and performing dimension classification on the set of verification items to generate a set of clustering verification items (S1); performing verification priority ranking on the set of clustering verification items to generate a verification priority list (S2); creating a general verification index table according to a verification index of each clustering verification item in the preset verification priority list (S3); and obtaining, from information to be verified, information of an item to be verified, matching the information of the item to be verified and the verification indexes in the general verification index table to obtain a matching result, and generating, according to the matching result, a verification result of the information to be verified (S4). The method can improve the efficiency of information verification.","['G06Q', '10/10']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105270&_cid=P10-L3TXGX-54087-7,IMAGE PROCESSING METHOD AND APPARATUS,"LI, Le","BEIJING DAJIA INTERNET INFORMATION TECHNOLOGY CO., LTD.",27.05.2022,"An image processing method and apparatus, and an electronic device and a storage medium, which are used to improve a facial de-glossing effect in a facial image. The method comprises: acquiring a facial image, and determining a facial region in the facial image (S100); inputting the facial image into an attribute information extraction model so as to obtain facial attribute information of the facial region and environmental attribute information of the facial image (S101); performing region extraction on the facial region according to the facial attribute information and the environmental attribute information so as to obtain a glossy region in the facial region (S103); and performing a de-glossing treatment on the glossy region according to the facial attribute information and the environmental attribute information so as to obtain a de-glossed facial image (S104).","['G06T', '5/00']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105210&_cid=P10-L3TXGX-54087-7,BACK-TO-BACK DISPOSED COMPRESSOR,"JIN, Pu","TECHNOLOGIES' XANADU OF RESONATORY-SOLAR-SYSTEMED CO., LTD.",27.05.2022,"A back-to-back disposed compressor comprises a rotating shaft (1). An impeller set and a motor (4) are sleeved on the rotating shaft (1). A stator (2) covers the impeller set. The impeller set comprises a pair of impellers (2). The pair of impellers (2) form a single unit with back air surfaces thereof arranged to be opposite to, in contact with, and fixed to each other, or the pair of impellers are integrally formed by casting. The impeller (2) is provided with a front cover (204). The front cover (204) is in the form of an annular rounded truncated cone. An air inlet surface of the front cover (204) is a curved surface having a smooth transition along the outline of a vane camberline, and a back air surface thereof is provided with a recess matching an end portion of a vane (202). A circle of multiple circles of air holes (301) are uniformly arranged at a portion of the stator (3) facing the Impeller (2) or the front cover (204). Air entering from the air holes can be divided into an axial airflow and a radial airflow. The radial airflow causes the impeller (2) to be suspended and stably rotate within the stator (3), and the axial airflow pushes the impeller (2) backwards. The stator (3) serves as an air bearing as well as a radial bearing and a thrust bearing. The back-to-back disposed compressor uses a two-side air intake configuration, and thus has advantages such as a high flow rate and a small size, and is capable of balancing an axial force.","['F04D', '17/12']"
Patent,,https://patentscope.wipo.int/search/ru/detail.jsf?docId=WO2022105150&_cid=P10-L3TXGX-54087-7,MULTI-BLADE MODULE ELECTRODE CONNECTION BREAKING DEVICE,"JIANG, Xiaolin","HUNAN BRUNP EV RECYCLING CO., LTD.",27.05.2022,"The present invention discloses a multi-blade module electrode connection breaking device, comprising a machine base, a workbench being provided on the machine base, and a height adjustment device being connected to the workbench; and further comprising an angle grinding device, the angle grinding device comprising shafts and angle grinders, the angle grinders being provided on the shafts, and being provided with saw blades. According to the characteristics of module electrodes, multiple electrodes of a module are simultaneously subjected to an electrode plate disconnection operation by using the angle grinding device that works in conjunction with the workbench, such that the efficiency is higher, the cutting effect is better, and the present invention is suitable for universal saw blades, saves costs, and is safer.","['B24B', '23/02']"
